img	modality	set	source	img_path	higher_modality	split_set	labeled	split_set_al	High_Confidence_Samples
1471-2164-5-20-3-1.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2164-5-20-3-1.jpg	OTHER	TEST	LABELED	TEST	0
1471-2164-5-20-4-1.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2164-5-20-4-1.jpg	OTHER	TEST	LABELED	TEST	0
1471-2164-5-20-5-1.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2164-5-20-5-1.jpg	OTHER	VAL	LABELED	VAL	0
1471-2164-5-20-5-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-5-20-5-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-5-85-2-3.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-5-85-2-3.jpg	MOLECULAR	VAL	LABELED	VAL	0
1471-2164-5-85-2-4.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-5-85-2-4.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2164-6-112-2-2.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-6-112-2-2.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2164-6-139-1-2.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2164-6-139-1-2.jpg	OTHER	TEST	LABELED	TEST	0
1471-2164-6-139-1-5.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2164-6-139-1-5.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2164-6-151-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-6-151-1-3.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-6-29-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-6-29-1-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-6-42-5-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2164-6-42-5-2.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2164-6-42-5-7.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2164-6-42-5-7.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2164-6-48-2-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2164-6-48-2-1.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2164-6-57-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-6-57-3-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-122-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-122-1-4.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-7-206-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-206-3-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-274-4-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-274-4-5.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-7-274-4-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-274-4-6.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-319-5-2.jpg	GFLO	TRAIN	clef16	2016/train/GFLO/1471-2164-7-319-5-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-319-5-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-319-5-3.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-7-40-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-40-2-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-40-2-9.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-40-2-9.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-7-83-3-1.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1471-2164-7-83-3-1.jpg	MOLECULAR	VAL	LABELED	VAL	0
1471-2164-8-125-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-125-1-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-8-125-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-125-1-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-8-141-4-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-8-141-4-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2164-8-160-2-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-8-160-2-1.jpg	MOLECULAR	VAL	LABELED	VAL	0
1471-2164-8-386-4-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-386-4-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-8-386-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-386-4-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-8-416-1-2.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2164-8-416-1-2.jpg	OTHER	TEST	LABELED	TEST	0
1471-2164-8-58-5-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2164-8-58-5-2.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2164-8-58-5-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2164-8-58-5-3.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2164-8-92-6-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-92-6-4.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-8-92-6-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-92-6-5.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-110-9-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-110-9-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-110-9-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-110-9-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-154-2-7.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-154-2-7.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-154-2-8.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-154-2-8.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-177-1-10.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-177-1-10.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-177-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-177-1-4.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-177-1-8.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-177-1-8.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-272-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-272-3-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-302-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-302-3-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-302-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-302-3-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-325-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-325-7-2.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-325-7-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-325-7-4.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-338-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-338-4-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-338-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-338-4-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-343-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-343-2-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-343-2-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-343-2-5.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-359-4-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-359-4-4.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-503-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-503-2-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-503-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-503-2-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-505-6-2.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2164-9-505-6-2.jpg	OTHER	VAL	LABELED	VAL	0
1471-2164-9-529-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-529-7-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-529-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-529-7-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-529-7-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-529-7-3.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2164-9-611-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-611-3-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2164-9-89-8-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-9-89-8-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2164-9-89-8-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-89-8-2.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2172-11-19-4-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-11-19-4-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-12-21-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-21-3-3.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2172-12-28-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-28-3-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-12-46-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-46-1-2.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2172-12-46-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-46-1-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-12-46-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-46-1-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-8-7-1-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2172-8-7-1-2.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2172-9-26-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-9-26-2-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-9-26-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-9-26-2-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2172-9-38-1-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2172-9-38-1-3.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2172-9-38-1-6.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2172-9-38-1-6.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2172-9-4-13-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2172-9-4-13-3.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2172-9-4-13-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2172-9-4-13-4.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2172-9-4-13-7.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2172-9-4-13-7.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2172-9-49-1-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2172-9-49-1-2.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2172-9-65-5-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-9-65-5-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-125-2-4.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-10-125-2-4.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-10-125-2-5.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-10-125-2-5.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-1-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-1-4-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-144-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-144-2-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-145-11-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-145-11-2.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-10-145-11-6.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-145-11-6.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-145-7-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-145-7-1.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-145-7-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-145-7-3.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-10-201-1-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-10-201-1-2.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-214-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-214-3-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2180-10-214-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-214-3-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-214-3-8.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-214-3-8.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2180-10-251-2-2.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-10-251-2-2.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-10-251-2-4.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-10-251-2-4.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2180-10-261-2-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-10-261-2-1.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-10-261-2-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-10-261-2-2.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-261-2-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-10-261-2-4.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-285-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-285-1-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-287-3-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-287-3-1.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-10-287-3-4.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-10-287-3-4.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-10-302-2-3.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2180-10-302-2-3.jpg	OTHER	VAL	LABELED	VAL	0
1471-2180-10-302-2-4.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-10-302-2-4.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-10-3-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-3-4-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-10-62-1-1.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2180-10-62-1-1.jpg	OTHER	TEST	LABELED	TEST	0
1471-2180-10-62-1-2.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2180-10-62-1-2.jpg	OTHER	VAL	LABELED	VAL	0
1471-2180-10-75-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-75-1-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-11-116-3-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2180-11-116-3-1.jpg	MOLECULAR	VAL	LABELED	VAL	0
1471-2180-11-116-3-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2180-11-116-3-2.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-11-129-1-4.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-11-129-1-4.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2180-11-140-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-11-140-1-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-11-67-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-11-67-3-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2180-2-33-11-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-2-33-11-2.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-2-33-11-5.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-2-33-11-5.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-3-22-1-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-3-22-1-1.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2180-5-57-7-2.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-5-57-7-2.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-7-102-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-7-102-4-2.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2180-7-102-5-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-7-102-5-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-7-69-3-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-7-69-3-2.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2180-7-69-3-6.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-7-69-3-6.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2180-7-69-3-8.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-7-69-3-8.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2180-8-12-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-8-12-1-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-8-139-4-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-8-139-4-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-8-162-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-8-162-2-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2180-8-206-3-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-8-206-3-5.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-9-100-5-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-9-100-5-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2180-9-100-5-5.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2180-9-100-5-5.jpg	MOLECULAR	VAL	LABELED	VAL	0
1471-2180-9-103-2-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-9-103-2-3.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-9-103-4-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-9-103-4-1.jpg	MICROSCOPY	VAL	LABELED	VAL	0
1471-2180-9-103-4-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-9-103-4-5.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-9-103-4-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2180-9-103-4-6.jpg	MICROSCOPY	TEST	LABELED	TEST	0
1471-2180-9-106-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-9-106-4-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-9-182-7-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-9-182-7-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2180-9-183-4-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-9-183-4-1.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2180-9-183-4-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-9-183-4-3.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2180-9-3-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-9-3-5-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-10-2-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-10-2-2-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-10-24-6-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-10-24-6-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-10-5-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-10-5-2-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-10-5-3-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2199-10-5-3-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2199-10-83-7-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-10-83-7-1.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2199-11-10-5-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-11-10-5-3.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-11-30-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-30-2-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-11-51-8-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-51-8-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-11-51-8-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-51-8-5.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-11-51-8-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-51-8-6.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-11-51-9-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-51-9-1.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-11-51-9-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-11-51-9-2.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2199-11-77-7-1.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2199-11-77-7-1.jpg	OTHER	TEST	LABELED	TEST	0
1471-2199-11-92-5-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-11-92-5-1.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-12-16-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-12-16-1-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-12-16-1-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-12-16-1-3.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-12-16-8-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-12-16-8-2.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-12-16-8-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-12-16-8-3.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2199-12-16-8-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-12-16-8-4.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-2-3-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-2-3-2-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-2-3-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-2-3-2-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-6-21-2-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-6-21-2-5.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-7-18-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-7-18-3-2.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-7-29-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-7-29-3-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-7-8-7-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2199-7-8-7-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
1471-2199-8-109-4-1.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2199-8-109-4-1.jpg	OTHER	TEST	LABELED	TEST	0
1471-2199-8-109-4-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-8-109-4-2.jpg	EXPERIMENTAL	VAL	LABELED	VAL	0
1471-2199-8-23-10-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-8-23-10-1.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-8-25-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-8-25-5-1.jpg	GRAPHICS	VAL	LABELED	VAL	0
1471-2199-8-25-5-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-8-25-5-2.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-8-25-5-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-8-25-5-3.jpg	GRAPHICS	TEST	LABELED	TEST	0
1471-2199-8-87-10-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2199-8-87-10-1.jpg	EXPERIMENTAL	TEST	LABELED	TEST	0
1471-2199-8-90-6-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2199-8-90-6-1.jpg	MOLECULAR	TEST	LABELED	TEST	0
