	img	source	img_path	caption	split_set	modality	flag	needsCropping	isCompound	isOvercropped	isMissingSubfigures	isMissingPanels	numberSubpanes	username	observations	isOverfragmented	composition	number_modalities
51	5dfba085f5d15939fd4cae1b	tinman	/tinman/pP31412244/P31412244/12_1/001.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	EXPERIMENTAL,GEL,WESTERN BLOT	False	False	False	True	False	False	1	jtrell2		False		1
52	5dfba085f5d15939fd4cae1c	tinman	/tinman/pP31412244/P31412244/12_1/006.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	MICROSCOPY,FLUORESCENCE,OTHER	False	False	False	False	False	False	1	jtrell2	Confocal microscopy	False		1
54	5dfba086f5d15939fd4cae1e	tinman	/tinman/pP31412244/P31412244/12_1/005.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	MICROSCOPY,FLUORESCENCE,OTHER	False	False	False	False	False	False	1	jtrell2	Confocal microscopy	False		1
55	5dfba086f5d15939fd4cae1f	tinman	/tinman/pP31412244/P31412244/12_1/002.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	scatterplot?	False		1
56	5dfba086f5d15939fd4cae20	tinman	/tinman/pP31412244/P31412244/12_1/013.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	MICROSCOPY,FLUORESCENCE,OTHER	False	False	False	False	False	False	1	jtrell2	Confocal microscopy	False		1
57	5dfba086f5d15939fd4cae21	tinman	/tinman/pP31412244/P31412244/12_1/014.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	MICROSCOPY,FLUORESCENCE,OTHER	False	False	False	False	False	False	1	jtrell2	Confocal microscopy	False		1
58	5dfba086f5d15939fd4cae22	tinman	/tinman/pP31412244/P31412244/12_1/003.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	EXPERIMENTAL,GEL,WESTERN BLOT	False	False	False	True	False	False	1	jtrell2		False		1
59	5dfba086f5d15939fd4cae23	tinman	/tinman/pP31412244/P31412244/12_1/004.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	Scatterplot?	False		1
60	5dfba086f5d15939fd4cae24	tinman	/tinman/pP31412244/P31412244/12_1/015.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	EXPERIMENTAL,GEL,WESTERN BLOT	False	False	False	True	False	False	1	jtrell2		False		1
61	5dfba086f5d15939fd4cae25	tinman	/tinman/pP31412244/P31412244/12_1/012.jpg	Figure 6. Atg2A/B Deﬁciency Accumulates Atg9 Vesicles at the Autophagosome Formation Sites in the Close Proximity of the MAM(A) GFP- or Atg9A-GFP-expressing CrAtg2A/B HEK293T cells were transfected with myc-Atg2A for 24 h and subjected to immunoprecipitation with GFP-Trapbeads followed by immunoblotting with the indicated antibodies.(B) WT and CrAtg9A U-2 OS cells were incubated in CM or SM in the presence or absence of 100 nM Baf-A1 and subjected to immunoblotting with the indicatedantibodies.(C) The indicated U-2 OS cells were starved for 2 h, stained for LC3, and analyzed by confocal microscopy. Magniﬁed images in the boxed areas are shown in theinsets. Scale bars represent 20 mm and 5 mm in the magniﬁed images.(D) The diameters of LC3 foci were randomly selected and quantiﬁed using the Velocity software (n = 100).(E) HT-LC3-expressing WT and CrAtg2A/B U-2 OS cells were starved for 2 h, stained for Atg9A and MPL (TMR), and analyzed by confocal microscopy. Magniﬁedimages of the boxed areas are shown in the right panels (i and ii) and insets (iii). Scale bars represent 20 mm, 2 mm in the magniﬁed images, and 0.5 mm in the insets.(F) Colocalization coefﬁcient of HT-LC3 with Atg9A per cell was quantiﬁed using the Velocity software and shown (n = 40).(G) CrAtg2A/B U-2 OS cells stably expressing HT-LC3 and Atg9A-GFP were starved for 2 h, stained for MPL (TMR), and subjected to CLEM. Scale bars represent10 mm and 0.5 mm in the magniﬁed images. Magniﬁed images of the boxed areas are shown in the middle (i) and right panels (a and b). Red and blue arrowheadsindicate Atg9A-GFP-positive vesicles and HT-LC3-positive autophagic structures, respectively.	TRAIN	MICROSCOPY,FLUORESCENCE,OTHER	False	False	False	False	False	False	1	jtrell2	Confocal microscopy	False		1
62	5dfba086f5d15939fd4cae27	tinman	/tinman/pP31412244/P31412244/3_1/004.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	Scatterplot?	False		1
64	5dfba086f5d15939fd4cae29	tinman	/tinman/pP31412244/P31412244/3_1/002.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	Scatterplot?	False		1
65	5dfba086f5d15939fd4cae2a	tinman	/tinman/pP31412244/P31412244/3_1/005.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	MICROSCOPY,ELECTRON,TRANSMISSION	False	False	True	False	False	False	1	jtrell2		False		1
66	5dfba086f5d15939fd4cae2b	tinman	/tinman/pP31412244/P31412244/3_1/006.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	GRAPHICS,OTHER	False	False	False	True	False	False	1	jtrell2	Scatterplot?	False		1
68	5dfba086f5d15939fd4cae2d	tinman	/tinman/pP31412244/P31412244/3_1/008.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	Scatterplot?	False		1
69	5dfba086f5d15939fd4cae2e	tinman	/tinman/pP31412244/P31412244/3_1/007.jpg	Figure 1. Atg2A/B Is Required for Autophagosomal Membrane Expansion(A) HaloTag-LC3 (HT-LC3)-expressing wild-type (WT) and Atg2A/B double knockout (CrAtg2A/B) U-2 OS cells were incubated in complete media (CM) orstarvation media (SM) in the presence or absence of 100 nM Baf-A1 for 2 h and subjected to the HT-LC3 autophagosome completion assay followed by confocalmicroscopy. Magniﬁed images of the boxed (i–iii) and arrow-indicated areas (a–j) are shown in the middle and right panels, respectively. Schematic illustration ofphagophore (MIL+MPLÀ), nascent autophagosome (MIL+MPL+), and mature autophagosome (MILÀMPL+) are shown on the upper right panel. Scale barsrepresent 20 mm and 1 mm in the magniﬁed images.(B and C) The cytoplasmic ﬂuorescence intensities of MIL (B) and MPL (C) in each cell under indicated conditions were quantiﬁed and normalized to the respectivemean ﬂuorescence intensities of WT cells starved in the presence of Baf-A1 (n = 50).(D) MIL/MPL ratio for each cell incubated in CM or SM in the presence of Baf-A1 was calculated and normalized to the mean of ﬂuorescence intensities of WT cells(n = 50).(E) The diameters of HT-LC3 foci randomly selected from the starved WT and CrAtg2A/B were quantiﬁed using the Velocity software (n = 100).(F) WT and CrAtg2A/B U-2 OS cells were starved for 2 h and subjected for TEM. Representative autophagosome-like and autolysosome-like structures are shownon the upper and lower panels, respectively. Scale bars represent 200 nm.(G) The diameter of each autophagic structure randomly selected from the electron micrographs was quantiﬁed (n = 20).	TRAIN	GRAPHICS,OTHER	False	False	False	False	False	False	1	jtrell2	Scatterplot? 	False		1
