"1752-0509-5-128-1	Experimental design and characterization . a) Schematic diagram of the  lac  operon illustrating the decoupling of regulation and metabolism using IPTG that induces but is not metabolized", and Pgal that is metabolized but does not induce. b) Measured growth rates  g(I, P)  for a number of combinations of IPTG and Pgal in a minimal M9 medium plus casamino acids (see Materials and Methods). At low Pgal concentrations, inducing the  lac  operon products results in an expression cost that is larger than the benefit, resulting in a decrease of the growth rate. For higher Pgal concentrations the benefit will dominate the cost. Each data point is obtained from three separate measurements. c) The wild-type induction profile  Z reg WT ( I )  in the absence of Pgal, fitted with a Hill curve (Additional file  1 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1756-0500-2-123-3	a: CSLM transmission image showing budding in  Deinococcus radiodurans : A  ��  Bud formation", B  ��  elongation of cell, C  ��  Detachment of daughter cell, D  ��  Monomer cells . Culture condition 1: 100 dilution in TGY; Grown at 30 ° C for 48 hrs.  3b : Magnified view of CSLM image: Different stages of cell division, 1  ��  bud initiation, 2  ��  elongation, 3  ��  two daughter cells, 4  ��  monomer cells. Culture condition 1: 100 dilution in TGY; Grown at 30 ° C for 48 hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1756-0500-3-4-4	Expression from the  APP  promoter with mutations within the 5'- APP -UTR . (A) Transient transfection in HeLa cells. The activities of consecutive 5-base-pair block mutations M [106-110]-M [86-90] (columns 2-5) are presented as CAT activities relative to the wild type APP [147] construct (column 1)", which was assigned the value of 100%. In addition to the original M [96-100]  mutation (column 4, *) [see Fig. 3D for sequence], the activities of two additional mutations (column 4, ** and ***) that removed the ATG sequence were investigated. The results represent the average values of at least ten separate transfections with standard deviations (error bars). (B) Run-off  in vitro  transcription in HeLa cell nuclear extract with the same designations as in A. (C)  CAT  RNA levels in HeLa cells transfected with constructs APP [147] WT (column 1), M [101-105]  (column 2), and M [96-100] (column 3) were determined by quantitative RT-PCR. The wild type APP [147]  construct (column 1) was assigned the value of 100% and the results represent the average of four independent experiments with standard deviations (error bars).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1757-1626-0002-0000008293-002	MRI study (sagittal projections).  (a)  T2-Weighted Images (WI). On the epiphysis of left tibia an oval area (arrow) of high signal intensity is demonstrated.  (b)  T1-WI with Fat Saturation demonstrates the same area (arrow) with intermediate to low signal intensity.  (c)  T1-WI with Fat Saturation (FS) after intravenous administration (IV) of paramagnetic substance. The lesion (arrow) avidly enhances. There is also soft tissue enhancement around the distal part of femur.  (d)  T1-WI with FS after IV of paramagnetic substance. Fluid collection with peripheral enhancement (arrow) in the suprapatellar pouch represents an abscess.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1757-1626-2-9081-3	Positron emission tomography/computed tomography fusion images show strong 18F-fluorodeoxyglucose (FDG) uptake in the region of a) the anterior chest wall and b) liver . After chemotherapy", FDG uptake was significantly diminished in the region of c) the anterior chest wall and d) liver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ar1806-7	CXCL12 increases and AMD3100 inhibits osteoclast activity. Splenocytes of three collagen type II/complete Freund's adjuvant-immunized mice were isolated and pooled. Cell suspensions were cultured for 6 days on a quartz substrate coated with a calcium phosphate film in the presence of macrophage colony-stimulating factor (M-CSF", 20 ng/ml) and receptor activator of NF- κ B ligand (RANKL, 100 ng/ml). At day 6 media were removed, cultures were provided with fresh media and stimulated as indicated (M-CSF, 20 ng/ml; CXCL12, 0.5 ng/ml; AMD3100, 25  μ g/ml). Cells were removed from the quartz substrate after 2 days and resorption pits were visualized by light microscopy. The resorbed area was measured by a bioquant image analysis system. Bars represent the mean area resorbed by 1 osteoclast (average  ±  standard error of the mean), measured as the area of 1 resorption pit. The asterisk represents p  <  0.001 compared with the M-CSF condition (Mann-Whitney U-test). Representative pictures of resorption pits are shown for the condition stimulated with  (b)  M-CSF,  (c)  M-CSF + CXCL12 and  (d)  M-CSF + CXCL12 + AMD3100. The data in this figure are representative for two independent experiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ar1899-2	Gelatin zymography of culture medium conditioned by fibroblast-like synoviocytes (FLS) and THP-1 cells. Cells were cultured in serum-free media for 24 hours", and the conditioned media were collected and analyzed for matrix metalloproteinase (MMP) activity by gelatin zymography.  (a)  Secretion and activation of MMPs in FLS from rheumatoid arthritis (RA) and osteoarthritis (OA) patients, THP-1 cells, RA FLS co-cultured with THP-1 cells and in co-cultured cells treated by AP-9 or SSP, and ethylenediamine tetraacetic acid or phenanthroline. Top two bands, MMP-9 gelatinase; lower two bands, MMP-2 gelatinase.  (b)  The value of proMMP-2 and MMP-2 activity of RA FLS was higher than that of OA FLS (six samples with RA FLS, four samples with OA FLS;  P  <  0.05).  (c)  The value of proMMP-9, MMP-9 and proMMP-2 activity of differentiated THP-1 cells (dTHP-1) was higher than that of undifferentiated THP-1 cells (uTHP-1) ( n  = 6,  P  <  0.05).  (d)  The value of proMMP-9, MMP-9 and proMMP-2 activity of RA FLS co-cultured with uTHP-1 was higher than that of co-cultured cells treated by AP-9 ( n  = 6,  P  <  0.05), while no inhibitory effects were found in irrelevant peptide SSP ( n  = 6,  P  >  0.05).  (e)  The value of proMMP-9, MMP-9, proMMP-2 and MMP-2 activity of RA FLS co-cultured with dTHP-1 was higher than that of co-cultured cells treated by AP-9 ( n  = 6,  P  <  0.05), while no inhibitory effects were found in irrelevant peptide SSP ( n  = 6,  P  >  0.05). Values are the means  ±  standard error ( n  = 4 �� 6). * P  <  0.05 (experimental groups versus control groups).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ar2582-1	Intra-articular glucocorticoids do not increase synovial tissue apoptosis levels in rheumatoid arthritis . Frozen sections of rheumatoid arthritis synovial biopsy tissues (n = 12) show aminoethylcarbazole staining (red) for active caspase-3 (hematoxylin-counterstained) before  (a)  and after  (b)  treatment and diaminobenzidine staining (brown) for TUNEL (hematoxylin-counterstained) before  (c)  and after  (d)  treatment (original magnification    125).  (e)  Results from image analysis of synovial biopsy sections for active caspase-3 and TUNEL staining before and after intra-articular corticosteroid injection. Values represent the mean  ±  standard error of the mean. TUNEL", terminal deoxynucleotidyl transferase-mediated dUTP-biotin nick end-labeling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ar3018-2	Phenotypic analysis of control and SLE BMDCs induced with FL or GM-CSF + IL-4 .  (a)  Healthy control BMDCs induced with FL or GM-CSF + IL-4. When compared with BMCs", both immature FLDCs and mDCs expressed DC-SIGN, CD11c, CD45RA, HLA-DR, CD40, CD80, CD83, and CD86. Expression of these molecules was higher in mature FLDCs and mDCs. Comparing FLDCs and mDCs, both immature and mature FLDCs expressed BDCA-2 and CD123, whereas immature and mature mDCs expressed no or low levels of these molecules.  (b, c)  Immature FLDCs and mature FLDCs from normal controls and patients with SLE. SLE immature and mature FLDCs expressed higher levels of DC-SIGN, CD123, and CD40 but lower levels of CD11c and HLA-DR than did controls.  (d, e ) Immature and mature mDCs from normal controls and patients with SLE. SLE immature and mature mDCs expressed higher levels of DC-SIGN and CD86 and lower CD40 than did those of normal controls. * P  <  0.05; ** P  <  0.01. Results are represented as mean  ±  SD of independent experiments of seven SLE patients and eight normal controls. BMDCs, bone marrow-derived dendritic cells; BMCs, bone marrow cells; FLDCs, dendritic cells induced by FL; mDCs, myeloid dendritic cells; FL, FMS-like tyrosine kinase 3 ligand; GM-CSF, granulocyte macrophage-colony stimulating factor; IL-4, interleukin 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcr1610-1	Identification of a CD44 + /CD24 -  subpopulation in breast cancer cell lines by flow cytometry. Cells in R1 correspond to CD44 + /CD24 -  cells. An isotype control corresponding to TMD-436 cells is shown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gb-2005-6-9-r80-4	Author/co-authorship graphs for nine pilot centers of the Protein Structure Initiative. Publications were collected from the official publication lists of the following centers: Berkeley Center for Structural Genomics (BSGC)", Center for Eukaroytic Structural Genomics (CESG), Joint Center for Structural Genomics (JCSG), Midwest Consortium for Structural Genomics (MCSG), Northeast Structural Genomics (NESG) consortium, New York Structural Genomics Research Consortium (NYSGXRC), Southeast Consortium for Structural Genomics (SECSG), Structural Genomics of Pathogenic Protozoa (SGPP), and Tuberculosis Structural Genomics (TB) consortium. The MCSG, NESG, and NYSGXRC consortia have comparably greater authorship of publications, with individual laboratories clustering together. The BSGC and JCSG centers include nearly all participating authors on every publication, as seen by dense clusters with heavy edge weights. At the other extreme, the TB consortium is a loose collaboration of many groups of different scientists who tend to publish separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gb-2008-9-9-r139-3	Detailed expression profiles of  TNNT2 ",  ALPP  and  MAG .  (a)  TNNT2  is a clinically used cardiac biomarker and, as expected, it shows heart-specific expression. In addition, it has been shown that  TNNT2  has elevated expression in some cases of rhabdomyosarcoma, also visible from the profile.  (b)  ALPP  had high expression in placenta and somewhat elevated expression in uterine tumors. Additionally, serous ovarian tumors showed elevated expression when compared to the mucinous ones.  (c)  Known neuronal marker gene  MAG  similarly shows an expression profile that was highly central nervous system specific.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IJBI2007-65641.001	The 12th slice", 18th slice, and 24th slice of 3D PET dynamic data clustered image.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-11-48-4	CSE and LPS increase cyclin D1 expression . Serum-deprived BTSM cells were treated with CSE (15%) for 1 h", or LPS (1  μ g/ml) or PDGF (30 ng/ml) for 24 h. Cell lysates were obtained 24 h after stimulation and analyzed by immunoblotting for cyclin D1 and  β -actin to correct for protein loading. Cyclin D1 was quantified using densitometry and normalized to control expression. Data represent means  ±  S.E.M. of 4-7 experiments. *P  <  0.05 vs control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-6-140-6	CSC-induced phosphorylation of Extracellular signal Regulated Kinases (ERK1/2) 1/2.  NCI-H292 cells (A and C) were stimulated with medium", TGF- α , and CSC (10,5, 2 and 1 AU/ml) for 15 minutes, 6 and 24 hours (A) or with medium, TGF- α , and 2 and 1 AU/ml of CSC in presence (C) or absence (A) of NAC. PBEC were stimulated with medium, TGF- α  and CSC (10,5, 2 and 1 AU/ml) for 15 minutes and 24 hours (B). Next cellular lysates were prepared, and used to detect the level of total (t-ERK1/2) and phosphorylated ERK1/2 (p-ERK1/2) using Western blot analysis. The results shown in each panel are from one experiment that was repeated three times with similar results. To assess the role of EGFR in CSC-induced ERK1/2 phosphorylation, NCI-H292 cells were preincubated for 1 hour with 1  μ M AG1478, and incubated for 15 minutes or 6 hours with medium alone or with CSC (10 AU/ml) (D).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2091-10-22-5	A: Secondary structure of PSRPK NLS", as predicted by DNASIS v2.5 Demo . The capital H, S and T blow the sequence represent the corresponding amino acid above has more probability to form helix, sheet or turn. B: The overall structure of PSRPK that mimics the structures of SRPK1 and Sky1p, as predicted by SWISS-MODEL online and displayed by SWISS-Pdb viewer compared with the overall structure of SRPK1 and Sky1p [ 17 - 20 ]. C:  NLS , the NLS of PSRPK; NLS d , the NLS of PSRPK without  318 PKKGDK 323 ;  NLS m , the NLS of PSRPK with the K 320    T 320  mutation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-11-111-2	Simulations without inclusion of baseline differences II . The allele frequency of group 0 ( P 0 ) was analyzed with respect to type I error rate (upper panel", E = 0) and power (middle panel, E = 0.3; lower panel, E = 0.5) of eSNP identification, respectively. The three color bars represent the three different allele frequency differences as follows: light green, d = 0; green, d = 0.1; dark green, d = 0.2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-11-234-3	DCIM derived contexts and related differentially co-expressed genes . DCIM was used to identify contexts and differentially co-expressed genes in a breast cancer dataset [ 37 ] A)  Hierarchical clusterings of patients based on differential co-expression PPPs and the heatmap of 200 most differentially co-expressed genes between two contexts marked (1) and (2). The bottom panel shows the average expression profile for the three global gene clusters marked in the heatmap with corresponding color sidebars. The right-hand panel shows significantly enriched functional categories for these genes as determined by CLEAN [ 55 ] where red indicates the corresponding cluster is significantly enriched by the category and green indicates no significant cluster enrichment. Complete CLEAN results for all possible gene clusters can be interactively browsed using the FTreeView software at the support website  http://eh3.uc.edu/gimm/dcim .  B)  Empirical distribution of all pairwise gene-gene correlation coefficients (Pearson correlation) for the 154 genes marked by the left sidebar in  A . The top right plot shows correlations for 154 randomly selected genes in the same two contexts while the bottom right plot shows correlations for the same genes but with randomly reassigned context labels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-12-3-4	Pseudoknot depiction styles . The  ykkC -III motif [ 19 ] is used to illustrate two styles of drawing pseudoknots (A) ""In-line"" style. (B) ""Callout"" style. A portion of this figure was adapted from a previous report [ 19 ].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-8-138-1	(A) The sequence of a promoter is searched for occurrences of known binding motifs for transcription factors (TFs)", using a collection of position weight matrices. Matches are denoted as TF-tuples that contain the label of the TF, the positions of the match in the primary sequence, and the score provided by the corresponding matrix. Because binding sites tolerate sequence substitutions, several overlapping TF-tuples can be identified in a subset of positions. TF-tuples are graphically represented as boxes along the promoter sequence. Each TF is denoted with a different color. (B) Promoter TF-mapping of the  phospholipase A 1 gene (RefSeq: NM 015900, 500 nucleotides). TRANSFAC 6.3 was used as the mapping function [16]. In both cases, the TF occurrences are displayed as boxes along the promoter. In (A), the boxes are condensed in a single line. The TF-map graphical representation has been produced with the program gff2ps [27] .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-213X-6-37-1	Total BK channel", and splice variant, mRNA expression in different regions of the murine CNS at postnatal day 35 (P35) .  a)  Schematic illustrating location of site of splicing C2 and the STREX insert in the intracellular C-terminus of murine BK channel pore-forming  α -subunits. The ZERO variant has no insert at site of splicing C2.  b)  Total BK channel mRNA expression (grey bars) in different regions of the CNS from 35-day old (P35) mice. Total BK channel mRNA expression is normalised to  β -actin in each region and then displayed as a percentage of the expression in entorhinal cortex. Data are Means  ±  S.E.M, n = 5/tissue region. * p  <  0.05, ** p  <  0.01, compared to entorhinal cortex, Kruskal-Wallis non-parametric test with post hoc Dunn's test for multiple comparisons.  c ) Proportion of ZERO (open bars) and STREX (black bars) mRNA transcripts, expressed as a percentage of total BK channel mRNA transcripts, in different CNS regions from P35 mice. All data are Means  ±  S.E.M, n = 5/tissue region.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-213X-9-30-6	Whole-mount  in situ  hybridization of candidate genes differentially-expressed between A- and P-half-sclerotome . 56 candidate genes were tested for differential expression in A- and P-sclerotome-halves by whole-mount  in situ  hybridization. The resultant expression patterns were placed into four different groups based upon their certainty of differential expression. Groups 1 �� 3 represent genes with decreasing certainty of differential expression (group 1", high certainty; group 3, low certainty), while group 4 genes show no apparent staining or no observed differential expression. Three examples from each group are shown: Group 1:  bmp5, gpc6, plxna2  (green text) ;  Group 2:  crabp1, robo1, sox9  (yellow text); Group 3:  mospd2, timp3, rab1  (blue text); Group 4:  arhgap5, nedd4, slit2  (brown text). Table 1 and Additional File  8  present additional data for the remaining 44 genes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-4-14-2	Examination of exon 7 to exon 8 splicing in wild type versus  T Wis  allele-specific transcripts.  RT-PCR analysis of  T  +/+",  T Wis /+, and  T Wis / T Wis  e7.5 embryo RNA. Genotypes of embryos are indicated above the lanes; + cont =  T  +/+ RNA control; - cont = no RNA negative control. A. Primer pairs used to amplify the product are indicated to the right (see also Table  1 ). F1-BGH037, an exon 6-ETn element primer pair, only amplifies from  T Wis /+ and  T Wis / T Wis  samples. F3-R1, a 3' end of exon 7 to exon 8 primer pair, only amplifies from +/+ and  T Wis /+ samples. B. Additional RT-PCR using primers F3-R1. Size, in base pairs (bp), indicated to the right. * = unincorporated primers visible on the gel. Brackets indicate bands excised, purified, and sequenced. Products were named based on RT-PCR primer set followed by lower case letter next to the bracket (see Table  2 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-9-462-1	Structures of the mycolactones identified to date.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-7-28-8	Distribution of exogenously expressed p47 phox -PX domain and RhoB during phagocytosis in HL-60 human promyelocytic cells  HL-60 promyelocytic cells were differentiated to granulocytes and transfected with the indicated expression vector as described under ""Methods."" Phagocytosis of Texas Red-labeled opsonized-zymosan particles was conducted at 37 ° C for 15 min. B"," The difference between the fluorescence intensity at the phagosome membrane versus that at the surrounding cytosolic area (  F I ) was calculated using the NIH image processing and analysis program IMAGE/J software as described under ""Methods."" The results are mean  ±  SEM of three phagosomes from different cells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2180-10-44-1	Electron microscopy images illustrating the various stages of vesicle formation of Salmonella Typhimurium . a) An intact washed Salmonella cell prior vesiculation treatment. b) a Salmonella cell during vesiculation of the outer membrane. c and d) Outer membrane vesicles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-230X-6-41-3	Age adjusted incidence of Colon and Rectum cancers among Finns aged 45 �� 64 at the beginning of each 5-years period between 1971 �� 1995.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-11-334-5	Effect of PI3K/Akt and MAPK pathways on Cox-2 expression in MCF-7/DOX cells . ( A ) Western blot analysis in MCF-7/DOX cells treated with EGF (100 ng/mL) for 8 h. ( B ) Western blot analysis of MCF-7/DOX cells that were treated with LY294002 (10  μ M) or U0126 for 9 h. EGF (100 ng/mL) was added 8 h before cell harvest. ( C", D ) Invasion assay of MCF-7/DOX cells treated with either ( C ) 10  μ M LY294002 or ( D ) U0126 for 18 h. Cell proliferation was also measured with using the MTT assay 24 h after treatment. * P  <  0.01 ( t -test). ( E ) Western blot and RT-PCR analysis of MCF-7/DOX cells that were transfected with control or Cox-2 siRNA. ( F ) Semiquantitative RT-PCR analysis of uPA, MMP-2, and MMP-9 in MCF-7/DOX cells transfected with siRNAs specific for Cox-2 and treated with LY294002 (10  μ M) or U0126 (10  μ M) for 48 h.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1748-7161-5-12-2	Univariate linear regression models by age group . Thoracic Cobb angle", Thoracolumbar Cobb angle and Lumbar Cobb angle are the dependent variables. Rib-index (thoracic deformity) is the independent variable. The only linear association was the one between Thoracic Cobb Angle and rib-index in the age group of 14-18 years. ( Predicted Thoracic Cobb Angle = -6.357 + 7.974    (Rib-Index) .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1750-2187-5-1-3	AMPK promotes Akt phosphorylation independent of IRS1 . A. 3T3-F44a preadipocytes were treated with AICAR (1 mM", 2 h), followed by EGF (10 ng/ml, 15 min) and the cell extracts blotted with antibodies, as indicated. B. 3T3-F44a preadipocytes containing DN α 1 or the empty viral vector were incubated with AICAR (1 mM) for different time, and the cell extracts blotted with antibodies, as indicated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1756-6606-2-30-2	Generation of a  dTDP-43  null allele . (A) Schematic representation of the truncated dTDP-43 protein caused by the single nonsense nucleotide mutation at amino acid 367. (B) Sequencing of the PCR fragment amplified from the genomic DNA of heterozygous flies confirmed the single nucleotide mutation from G to A. (C) Western blot analysis of protein lysates from the heads of wildtype (WT) or  dTDP-43 Q 367 X  homozygous mutant adult flies confirmed the absence of full-length dTDP-43 in mutants. The asterisk indicates a nonspecific band recognized by this antibody. The rabbit polyclonal antibody was raised against the peptide fragment spanning amino acids 179-192 and did not recognize the putative truncated dTDP-43 in mutants", indicating instability of the mutant  dTDP-43  mRNA or protein. (D) qRT-PCR analysis of  dTDP-43  mRNA levels in wildtype and  dTDP-43 Q 367 X  mutant flies. Two pairs of primers (Additional file  2 ) used for qRT-PCR yielded similar results. Values are mean  ±  SD. * P  <  0.05.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gb-2011-12-4-r37-6	Distribution of euchromatic chromatin marks relative to the macaque Xi at interphase . Typical examples of male and female rhesus macaque (R. Macaque) interphase nuclei showing the distribution of H3K27me3 (red)", H3K4me3 (green), H3K36me2 (green) and acetylated lysine (Pan-Ac-K, green) as determined by indirect immunofluorescence. Nuclei are counterstained with DAPI (blue). White arrowheads in the female images indicate the location of the Xi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IJBI2010-535329.001	A general scheme of the single-tooth modeling.(a) Zoom view of the local region corresponding to the left first and second molars. (b) Fusion region identified and removed. (c) Restoration result with the hole filled directly (d) Restoration result that satisfies the biocharacteristics of the single-tooth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IJBI2011-370701.003	Micro-PET imaging of  18 F-FDG",  18 F-FLT, and  64 Cu-DOTA-RGD4 on hES cell-derived teratoma. (a) Background imaging and bioluminescence imaging show teratoma formation in H9Hes-DF cells in the right shoulder and tumor formation in the control 2008 cell line in the left shoulder (7.3 �� ± �� 2.5    10 7  versus 4.5 �� ± �� 1.6    10 7  photon/s/cm 2 /sr, resp.); (b) specific and prominent uptake of  64 Cu-DOTA-RGD4 was found in the vascularized teratoma but not in the control human ovarian carcinoma 2008 cell line with low integrin expression ( P   <  0.01); (c) hES cell-derived teratomas had a low uptake of  18 F-FLT, whereas the 2008 cancer xenografts exhibited high  18 F-FDG and  18 F-FLT uptakes; (d) hES cell-derived teratomas had a low uptake of  18 F-FDG, whereas the 2008 cancer xenografts and abdomen exhibited high  18 F-FDG and  18 F-FLT uptakes (data from Cao et al. [ 58 ]).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2199-10-88-4	Oct4 expression in preimplantation stage rabbit embryos . A. Quantitative real time RT-PCR analysis of  POU5F1  expression in mouse and B. rabbit preimplantation stage embryos. C. Relative expression level of  POU5F1  in ICM and trophoblast portion of rabbit blastocyst. The mean values of gene expression of six individual samples and  ±  S.E. are shown on the diagrams. For comparison of expression through developmental stages (B)", the oocyte level was taken as calibrator, while for comparison of TE and ICM samples (C), the blastocyst level was taken as calibrator. Note the scale of the y-axis differs in the case of the two species. Different letters mark significant differences between values (P  <  0.05).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-10-106-1	Annual changes of gas exchange characteristics (PaO 2 ", PaCO 2 ) shown as mean  ±  SEM of repeated annual measurements over the age range 5 to 18 years (halftone symbols), stratified into measurements concomitantly obtained under normal FEV 1  >  -2 SDS (open symbols) and abnormal, FEV 1  <  -2 SDS solid symbols . Measurement numbers (n) are given along the x-axis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1472-6750-8-29-1	Production of IPNS by  H. polymorpha  strain IPNS 4.2 cultivated at various temperatures . Western blots showing IPNS production in cells of the  H. polymorpha  strain IPNS 4.2 cultivated at 37 ° C (panels A and B)", 30 ° C (panels C and D) and 25 ° C (panels E and F). Aliquots were taken at different stages during cultivation at approximately equal optical densities (expressed as A 660  and indicated as 1,2,3, and 4 in panels A, C and E). IPNS is produced in strain IPNS 4.2 at all growth temperatures. However, during later stages of growth relatively low IPNS protein levels were observed in cells grown at 37 ° C, while at 30 ° C and 25 ° C enhanced levels of IPNS protein were detected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
