ID,FIG_NAME,MODALITY,HIGH_MODALITY
1557,1471-2164-12-382-3-2,GFIG,GRAPHICS
1558,1471-2164-12-382-3-3,GFIG,GRAPHICS
1559,1471-2164-12-382-3-4,GFIG,GRAPHICS
1560,1471-2164-12-428-2-10,GGEL,EXPERIMENTAL
1561,1471-2164-12-428-2-11,GGEL,EXPERIMENTAL
1562,1471-2164-12-428-2-1,GGEL,EXPERIMENTAL
1563,1471-2164-12-428-2-2,GGEL,EXPERIMENTAL
1564,1471-2164-12-428-2-3,GGEL,EXPERIMENTAL
1565,1471-2164-12-428-2-4,GGEL,EXPERIMENTAL
1566,1471-2164-12-428-2-5,GGEL,EXPERIMENTAL
1567,1471-2164-12-428-2-6,GGEL,EXPERIMENTAL
1568,1471-2164-12-428-2-7,GGEL,EXPERIMENTAL
1569,1471-2164-12-428-2-8,GGEL,EXPERIMENTAL
1570,1471-2164-12-428-2-9,GGEL,EXPERIMENTAL
1571,1471-2164-12-429-6-1,GSCR,OTHER
1572,1471-2164-12-429-6-2,GFIG,GRAPHICS
1573,1471-2164-12-429-6-3,GSCR,OTHER
1574,1471-2164-12-457-5-1,GFIG,GRAPHICS
1575,1471-2164-12-457-5-2,GGEN,MOLECULAR
1576,1471-2164-12-457-5-3,GFIG,GRAPHICS
1577,1471-2164-12-457-5-4,GFIG,GRAPHICS
1578,1471-2164-12-52-3-1,GFIG,GRAPHICS
1579,1471-2164-12-52-3-2,GFIG,GRAPHICS
1580,1471-2164-12-526-1-1,GFIG,GRAPHICS
1581,1471-2164-12-526-1-2,GFIG,GRAPHICS
1582,1471-2164-12-526-1-3,GFIG,GRAPHICS
1583,1471-2164-12-526-1-4,GFIG,GRAPHICS
1584,1471-2164-12-526-1-5,GFIG,GRAPHICS
1585,1471-2164-12-526-1-6,GFIG,GRAPHICS
1586,1471-2164-12-S2-S4-4-1,GFIG,GRAPHICS
1587,1471-2164-12-S2-S4-4-2,GFIG,GRAPHICS
1588,1471-2164-12-S2-S4-4-3,GFIG,GRAPHICS
1589,1471-2164-4-38-3-1,GFIG,GRAPHICS
1590,1471-2164-4-38-3-2,GFIG,GRAPHICS
1591,1471-2164-4-38-3-3,GFIG,GRAPHICS
1592,1471-2164-5-17-8-1,GFIG,GRAPHICS
1593,1471-2164-5-17-8-2,GFIG,GRAPHICS
1594,1471-2164-5-20-3-1,GTAB,OTHER
1595,1471-2164-5-20-3-2,GFIG,GRAPHICS
1596,1471-2164-5-20-4-1,GTAB,OTHER
1597,1471-2164-5-20-4-2,GFIG,GRAPHICS
1598,1471-2164-5-20-5-1,GTAB,OTHER
1599,1471-2164-5-20-5-2,GFIG,GRAPHICS
1600,1471-2164-5-41-2-1,GGEL,EXPERIMENTAL
1601,1471-2164-5-41-2-2,GGEL,EXPERIMENTAL
1602,1471-2164-5-73-3-1,GFIG,GRAPHICS
1603,1471-2164-5-73-3-2,GFIG,GRAPHICS
1604,1471-2164-5-73-3-3,GFIG,GRAPHICS
1605,1471-2164-5-73-3-4,GFIG,GRAPHICS
1606,1471-2164-5-74-4-1,GFIG,GRAPHICS
1607,1471-2164-5-74-4-2,GFIG,GRAPHICS
1608,1471-2164-5-85-2-1,GGEN,MOLECULAR
1609,1471-2164-5-85-2-2,GGEN,MOLECULAR
1610,1471-2164-5-85-2-3,GGEN,MOLECULAR
1611,1471-2164-5-85-2-4,GGEN,MOLECULAR
1612,1471-2164-6-112-2-1,GGEN,MOLECULAR
1613,1471-2164-6-112-2-2,GGEN,MOLECULAR
1614,1471-2164-6-112-2-3,GGEN,MOLECULAR
1615,1471-2164-6-139-1-1,GSYS,OTHER
1616,1471-2164-6-139-1-2,GSYS,OTHER
1617,1471-2164-6-139-1-3,D3DR,MOLECULAR
1618,1471-2164-6-139-1-4,D3DR,MOLECULAR
1619,1471-2164-6-139-1-5,D3DR,MOLECULAR
1620,1471-2164-6-139-1-6,D3DR,MOLECULAR
1621,1471-2164-6-139-1-7,D3DR,MOLECULAR
1622,1471-2164-6-151-1-1,GFIG,GRAPHICS
1623,1471-2164-6-151-1-2,GFIG,GRAPHICS
1624,1471-2164-6-151-1-3,GFIG,GRAPHICS
1625,1471-2164-6-29-1-1,GFIG,GRAPHICS
1626,1471-2164-6-29-1-2,GFIG,GRAPHICS
1627,1471-2164-6-29-1-3,GFIG,GRAPHICS
1628,1471-2164-6-29-1-4,GFIG,GRAPHICS
1629,1471-2164-6-42-5-1,GHDR,GRAPHICS
1630,1471-2164-6-42-5-2,DMEL,MICROSCOPY
1631,1471-2164-6-42-5-3,DMEL,MICROSCOPY
1632,1471-2164-6-42-5-4,DMFL,MICROSCOPY
1633,1471-2164-6-42-5-5,DMLI,MICROSCOPY
1634,1471-2164-6-42-5-6,DMFL,MICROSCOPY
1635,1471-2164-6-42-5-7,DMEL,MICROSCOPY
1636,1471-2164-6-42-5-8,DMFL,MICROSCOPY
1637,1471-2164-6-48-2-1,GGEL,EXPERIMENTAL
1638,1471-2164-6-48-2-2,GFIG,GRAPHICS
1639,1471-2164-6-57-3-1,GFIG,GRAPHICS
1640,1471-2164-6-57-3-2,GFIG,GRAPHICS
1641,1471-2164-7-122-1-1,GTAB,OTHER
1642,1471-2164-7-122-1-2,GFIG,GRAPHICS
1643,1471-2164-7-122-1-3,GFIG,GRAPHICS
1644,1471-2164-7-122-1-4,GFIG,GRAPHICS
1645,1471-2164-7-143-1-1,GFIG,GRAPHICS
1646,1471-2164-7-143-1-2,GFIG,GRAPHICS
1647,1471-2164-7-143-1-3,GFIG,GRAPHICS
1648,1471-2164-7-206-3-1,GFIG,GRAPHICS
1649,1471-2164-7-206-3-2,GFIG,GRAPHICS
1650,1471-2164-7-206-3-3,GFIG,GRAPHICS
1651,1471-2164-7-274-4-1,GFIG,GRAPHICS
1652,1471-2164-7-274-4-2,GFIG,GRAPHICS
1653,1471-2164-7-274-4-3,GFIG,GRAPHICS
1654,1471-2164-7-274-4-4,GFIG,GRAPHICS
1655,1471-2164-7-274-4-5,GFIG,GRAPHICS
1656,1471-2164-7-274-4-6,GFIG,GRAPHICS
1657,1471-2164-7-319-5-1,GTAB,OTHER
1658,1471-2164-7-319-5-2,GFLO,GRAPHICS
1659,1471-2164-7-319-5-3,GFIG,GRAPHICS
1660,1471-2164-7-319-5-4,GHDR,GRAPHICS
1661,1471-2164-7-319-5-5,GFLO,GRAPHICS
1662,1471-2164-7-40-2-1,GFIG,GRAPHICS
1663,1471-2164-7-40-2-2,GFIG,GRAPHICS
1664,1471-2164-7-40-2-3,GFIG,GRAPHICS
1665,1471-2164-7-40-2-4,GFIG,GRAPHICS
1666,1471-2164-7-40-2-5,GFIG,GRAPHICS
1667,1471-2164-7-40-2-6,GFIG,GRAPHICS
1668,1471-2164-7-40-2-7,GFIG,GRAPHICS
1669,1471-2164-7-40-2-8,GFIG,GRAPHICS
1670,1471-2164-7-40-2-9,GFIG,GRAPHICS
1671,1471-2164-7-83-3-1,GCHE,MOLECULAR
1672,1471-2164-7-83-3-2,GGEN,MOLECULAR
1673,1471-2164-7-96-3-1,GFIG,GRAPHICS
1674,1471-2164-7-96-3-2,GFIG,GRAPHICS
1675,1471-2164-7-96-3-3,GFIG,GRAPHICS
1676,1471-2164-7-96-3-4,GFIG,GRAPHICS
1677,1471-2164-8-125-1-1,GFIG,GRAPHICS
1678,1471-2164-8-125-1-2,GFIG,GRAPHICS
1679,1471-2164-8-125-1-3,GFIG,GRAPHICS
1680,1471-2164-8-125-1-4,GFIG,GRAPHICS
1681,1471-2164-8-125-1-5,GFIG,GRAPHICS
1682,1471-2164-8-125-1-6,GFIG,GRAPHICS
1683,1471-2164-8-125-1-7,GFIG,GRAPHICS
1684,1471-2164-8-125-1-8,GFIG,GRAPHICS
1685,1471-2164-8-125-1-9,GFIG,GRAPHICS
1686,1471-2164-8-141-4-1,GGEN,MOLECULAR
1687,1471-2164-8-141-4-2,GHDR,GRAPHICS
1688,1471-2164-8-160-2-1,GGEN,MOLECULAR
1689,1471-2164-8-160-2-2,GGEN,MOLECULAR
1690,1471-2164-8-160-2-3,GGEN,MOLECULAR
1691,1471-2164-8-160-2-4,GGEN,MOLECULAR
1692,1471-2164-8-160-2-5,GFIG,GRAPHICS
1693,1471-2164-8-386-4-1,GFIG,GRAPHICS
1694,1471-2164-8-386-4-2,GFIG,GRAPHICS
1695,1471-2164-8-416-1-1,GHDR,GRAPHICS
1696,1471-2164-8-416-1-2,GTAB,OTHER
1697,1471-2164-8-444-4-1,GFIG,GRAPHICS
1698,1471-2164-8-444-4-2,GFIG,GRAPHICS
1699,1471-2164-8-48-4-1,GFIG,GRAPHICS
1700,1471-2164-8-48-4-2,GFIG,GRAPHICS
1701,1471-2164-8-48-4-3,GFIG,GRAPHICS
1702,1471-2164-8-48-4-4,GFIG,GRAPHICS
1703,1471-2164-8-58-5-1,DMTR,MICROSCOPY
1704,1471-2164-8-58-5-2,DMTR,MICROSCOPY
1705,1471-2164-8-58-5-3,DMTR,MICROSCOPY
1706,1471-2164-8-92-6-1,GFIG,GRAPHICS
1707,1471-2164-8-92-6-2,GFIG,GRAPHICS
1708,1471-2164-8-92-6-3,GFIG,GRAPHICS
1709,1471-2164-8-92-6-4,GFIG,GRAPHICS
1710,1471-2164-8-92-6-5,GFIG,GRAPHICS
1711,1471-2164-9-110-9-1,GFIG,GRAPHICS
1712,1471-2164-9-110-9-2,GFIG,GRAPHICS
1713,1471-2164-9-110-9-3,GFIG,GRAPHICS
1714,1471-2164-9-110-9-4,GFIG,GRAPHICS
1715,1471-2164-9-110-9-5,GFIG,GRAPHICS
1716,1471-2164-9-154-2-1,GFIG,GRAPHICS
1717,1471-2164-9-154-2-2,GFIG,GRAPHICS
1718,1471-2164-9-154-2-3,GFIG,GRAPHICS
1719,1471-2164-9-154-2-4,GFIG,GRAPHICS
1720,1471-2164-9-154-2-5,GFIG,GRAPHICS
1721,1471-2164-9-154-2-6,GFIG,GRAPHICS
1722,1471-2164-9-154-2-7,GFIG,GRAPHICS
1723,1471-2164-9-154-2-8,GFIG,GRAPHICS
1724,1471-2164-9-154-2-9,GFIG,GRAPHICS
1725,1471-2164-9-177-1-10,GFIG,GRAPHICS
1726,1471-2164-9-177-1-11,GFIG,GRAPHICS
1727,1471-2164-9-177-1-12,GFIG,GRAPHICS
1728,1471-2164-9-177-1-1,GFIG,GRAPHICS
1729,1471-2164-9-177-1-2,GFIG,GRAPHICS
1730,1471-2164-9-177-1-3,GFIG,GRAPHICS
1731,1471-2164-9-177-1-4,GFIG,GRAPHICS
1732,1471-2164-9-177-1-5,GFIG,GRAPHICS
1733,1471-2164-9-177-1-6,GFIG,GRAPHICS
1734,1471-2164-9-177-1-7,GFIG,GRAPHICS
1735,1471-2164-9-177-1-8,GFIG,GRAPHICS
1736,1471-2164-9-177-1-9,GFIG,GRAPHICS
1737,1471-2164-9-272-3-1,GGEL,EXPERIMENTAL
1738,1471-2164-9-272-3-2,GGEL,EXPERIMENTAL
1739,1471-2164-9-272-3-3,GFIG,GRAPHICS
1740,1471-2164-9-293-4-1,GSYS,OTHER
1741,1471-2164-9-293-4-2,GFIG,GRAPHICS
1742,1471-2164-9-302-3-1,GFIG,GRAPHICS
1743,1471-2164-9-302-3-2,GFIG,GRAPHICS
1744,1471-2164-9-302-3-3,GFIG,GRAPHICS
1745,1471-2164-9-323-4-1,GGEN,MOLECULAR
1746,1471-2164-9-323-4-2,GGEN,MOLECULAR
1747,1471-2164-9-323-4-3,GGEN,MOLECULAR
1748,1471-2164-9-325-7-1,GFIG,GRAPHICS
1749,1471-2164-9-325-7-2,GFIG,GRAPHICS
1750,1471-2164-9-325-7-3,GFIG,GRAPHICS
1751,1471-2164-9-325-7-4,GFIG,GRAPHICS
1752,1471-2164-9-325-7-5,GFIG,GRAPHICS
1753,1471-2164-9-326-5-1,GFIG,GRAPHICS
1754,1471-2164-9-326-5-2,GFIG,GRAPHICS
1755,1471-2164-9-338-4-1,GFIG,GRAPHICS
1756,1471-2164-9-338-4-2,GFIG,GRAPHICS
1757,1471-2164-9-338-4-3,GFIG,GRAPHICS
1758,1471-2164-9-343-2-1,GFIG,GRAPHICS
1759,1471-2164-9-343-2-2,GFIG,GRAPHICS
1760,1471-2164-9-343-2-3,GFIG,GRAPHICS
1761,1471-2164-9-343-2-4,GFIG,GRAPHICS
1762,1471-2164-9-343-2-5,GFIG,GRAPHICS
1763,1471-2164-9-343-2-6,GFIG,GRAPHICS
1764,1471-2164-9-359-4-1,GFIG,GRAPHICS
1765,1471-2164-9-359-4-2,GFIG,GRAPHICS
1766,1471-2164-9-359-4-3,GFIG,GRAPHICS
1767,1471-2164-9-359-4-4,GFIG,GRAPHICS
1768,1471-2164-9-359-6-1,GFIG,GRAPHICS
1769,1471-2164-9-359-6-2,GFIG,GRAPHICS
1770,1471-2164-9-359-6-3,GFIG,GRAPHICS
1771,1471-2164-9-359-6-4,GFIG,GRAPHICS
1772,1471-2164-9-451-2-1,GGEN,MOLECULAR
1773,1471-2164-9-451-2-2,GHDR,GRAPHICS
1774,1471-2164-9-451-2-3,GGEN,MOLECULAR
1775,1471-2164-9-503-2-1,GFIG,GRAPHICS
1776,1471-2164-9-503-2-2,GFIG,GRAPHICS
1777,1471-2164-9-503-2-3,GFIG,GRAPHICS
1778,1471-2164-9-503-2-4,GFIG,GRAPHICS
1779,1471-2164-9-505-6-1,GGEN,MOLECULAR
1780,1471-2164-9-505-6-2,GTAB,OTHER
1781,1471-2164-9-515-6-1,GFIG,GRAPHICS
1782,1471-2164-9-515-6-2,GFIG,GRAPHICS
1783,1471-2164-9-515-6-3,GFIG,GRAPHICS
1784,1471-2164-9-515-6-4,GFIG,GRAPHICS
1785,1471-2164-9-529-7-1,GFIG,GRAPHICS
1786,1471-2164-9-529-7-2,GFIG,GRAPHICS
1787,1471-2164-9-529-7-3,GFIG,GRAPHICS
1788,1471-2164-9-529-7-4,GFIG,GRAPHICS
1789,1471-2164-9-537-3-1,GFIG,GRAPHICS
1790,1471-2164-9-537-3-2,GFIG,GRAPHICS
1791,1471-2164-9-537-3-3,GFIG,GRAPHICS
1792,1471-2164-9-537-3-4,GFIG,GRAPHICS
1793,1471-2164-9-537-3-5,GFIG,GRAPHICS
1794,1471-2164-9-537-3-6,GFIG,GRAPHICS
1795,1471-2164-9-591-4-1,GGEN,MOLECULAR
1796,1471-2164-9-591-4-2,GGEN,MOLECULAR
1797,1471-2164-9-611-3-1,GFIG,GRAPHICS
1798,1471-2164-9-611-3-2,GFIG,GRAPHICS
1799,1471-2164-9-89-8-1,GGEN,MOLECULAR
1800,1471-2164-9-89-8-2,GFIG,GRAPHICS
1801,1471-2172-11-19-4-1,GFIG,GRAPHICS
1802,1471-2172-11-19-4-2,GFIG,GRAPHICS
1803,1471-2172-11-19-4-3,GFIG,GRAPHICS
1804,1471-2172-11-19-4-4,GFIG,GRAPHICS
1805,1471-2172-12-21-3-1,GFIG,GRAPHICS
1806,1471-2172-12-21-3-2,GFIG,GRAPHICS
1807,1471-2172-12-21-3-3,GFIG,GRAPHICS
1808,1471-2172-12-28-3-1,GFIG,GRAPHICS
1809,1471-2172-12-28-3-2,GFIG,GRAPHICS
1810,1471-2172-12-28-3-3,GFIG,GRAPHICS
1811,1471-2172-12-28-3-4,GFIG,GRAPHICS
1812,1471-2172-12-28-3-5,GFIG,GRAPHICS
1813,1471-2172-12-46-1-1,GFIG,GRAPHICS
1814,1471-2172-12-46-1-2,GFIG,GRAPHICS
1815,1471-2172-12-46-1-3,GFIG,GRAPHICS
1816,1471-2172-12-46-1-4,GFIG,GRAPHICS
1817,1471-2172-12-46-1-5,GFIG,GRAPHICS
1818,1471-2172-12-46-1-6,GFIG,GRAPHICS
1819,1471-2172-6-24-2-1,GGEL,EXPERIMENTAL
1820,1471-2172-6-24-2-2,GFIG,GRAPHICS
1821,1471-2172-6-24-2-3,GFIG,GRAPHICS
1822,1471-2172-6-24-2-4,GFIG,GRAPHICS
1823,1471-2172-6-24-2-5,GFIG,GRAPHICS
1824,1471-2172-8-7-1-1,GHDR,GRAPHICS
1825,1471-2172-8-7-1-2,DMTR,MICROSCOPY
1826,1471-2172-9-2-3-1,GFIG,GRAPHICS
1827,1471-2172-9-2-3-2,GFIG,GRAPHICS
1828,1471-2172-9-26-2-1,GFIG,GRAPHICS
1829,1471-2172-9-26-2-2,GFIG,GRAPHICS
1830,1471-2172-9-26-2-3,GFIG,GRAPHICS
1831,1471-2172-9-26-2-4,GFIG,GRAPHICS
1832,1471-2172-9-38-1-1,DMTR,MICROSCOPY
1833,1471-2172-9-38-1-2,DMTR,MICROSCOPY
1834,1471-2172-9-38-1-3,DMTR,MICROSCOPY
1835,1471-2172-9-38-1-4,DMTR,MICROSCOPY
1836,1471-2172-9-38-1-5,DMTR,MICROSCOPY
1837,1471-2172-9-38-1-6,DMTR,MICROSCOPY
1838,1471-2172-9-4-13-10,DMFL,MICROSCOPY
1839,1471-2172-9-4-13-1,DMFL,MICROSCOPY
1840,1471-2172-9-4-13-2,DMFL,MICROSCOPY
1841,1471-2172-9-4-13-3,DMFL,MICROSCOPY
1842,1471-2172-9-4-13-4,DMFL,MICROSCOPY
1843,1471-2172-9-4-13-5,GFIG,GRAPHICS
1844,1471-2172-9-4-13-6,DMFL,MICROSCOPY
1845,1471-2172-9-4-13-7,DMFL,MICROSCOPY
1846,1471-2172-9-4-13-8,DMFL,MICROSCOPY
1847,1471-2172-9-4-13-9,DMFL,MICROSCOPY
1848,1471-2172-9-49-1-1,GFIG,GRAPHICS
1849,1471-2172-9-49-1-2,GGEL,EXPERIMENTAL
1850,1471-2172-9-65-5-1,GFIG,GRAPHICS
1851,1471-2172-9-65-5-2,GFIG,GRAPHICS
1852,1471-2172-9-65-5-3,GFIG,GRAPHICS
1853,1471-2172-9-65-5-4,GFIG,GRAPHICS
1854,1471-2180-10-125-2-1,DMEL,MICROSCOPY
1855,1471-2180-10-125-2-2,DMEL,MICROSCOPY
1856,1471-2180-10-125-2-3,DMEL,MICROSCOPY
1857,1471-2180-10-125-2-4,DMEL,MICROSCOPY
1858,1471-2180-10-125-2-5,DMEL,MICROSCOPY
1859,1471-2180-10-125-2-6,DMEL,MICROSCOPY
1860,1471-2180-10-125-2-7,DMTR,MICROSCOPY
1861,1471-2180-10-125-2-8,DMTR,MICROSCOPY
1862,1471-2180-10-125-2-9,DMEL,MICROSCOPY
1863,1471-2180-10-131-2-1,DMTR,MICROSCOPY
1864,1471-2180-10-131-2-2,DMTR,MICROSCOPY
1865,1471-2180-10-1-4-1,GFIG,GRAPHICS
1866,1471-2180-10-1-4-2,GFIG,GRAPHICS
1867,1471-2180-10-1-4-3,GFIG,GRAPHICS
1868,1471-2180-10-144-2-1,GFIG,GRAPHICS
1869,1471-2180-10-144-2-2,GFIG,GRAPHICS
1870,1471-2180-10-145-11-1,DMTR,MICROSCOPY
1871,1471-2180-10-145-11-2,DMTR,MICROSCOPY
1872,1471-2180-10-145-11-3,DMTR,MICROSCOPY
1873,1471-2180-10-145-11-4,DMTR,MICROSCOPY
1874,1471-2180-10-145-11-5,DMTR,MICROSCOPY
1875,1471-2180-10-145-11-6,DMTR,MICROSCOPY
1876,1471-2180-10-145-7-1,DMTR,MICROSCOPY
1877,1471-2180-10-145-7-2,DMTR,MICROSCOPY
1878,1471-2180-10-145-7-3,DMTR,MICROSCOPY
1879,1471-2180-10-145-7-4,DMTR,MICROSCOPY
1880,1471-2180-10-145-7-5,DMTR,MICROSCOPY
1881,1471-2180-10-145-7-6,DMTR,MICROSCOPY
1882,1471-2180-10-17-1-1,GFIG,GRAPHICS
1883,1471-2180-10-17-1-2,GFIG,GRAPHICS
1884,1471-2180-10-201-1-1,DMFL,MICROSCOPY
1885,1471-2180-10-201-1-2,DMFL,MICROSCOPY
1886,1471-2180-10-201-1-3,DMFL,MICROSCOPY
1887,1471-2180-10-201-1-4,GFIG,GRAPHICS
1888,1471-2180-10-214-3-10,GFIG,GRAPHICS
1889,1471-2180-10-214-3-1,GFIG,GRAPHICS
1890,1471-2180-10-214-3-2,GFIG,GRAPHICS
1891,1471-2180-10-214-3-3,GFIG,GRAPHICS
1892,1471-2180-10-214-3-4,GFIG,GRAPHICS
1893,1471-2180-10-214-3-5,GFIG,GRAPHICS
1894,1471-2180-10-214-3-6,GFIG,GRAPHICS
1895,1471-2180-10-214-3-7,GFIG,GRAPHICS
1896,1471-2180-10-214-3-8,GFIG,GRAPHICS
1897,1471-2180-10-214-3-9,GFIG,GRAPHICS
1898,1471-2180-10-251-2-1,GFIG,GRAPHICS
1899,1471-2180-10-251-2-2,GGEN,MOLECULAR
1900,1471-2180-10-251-2-3,GFIG,GRAPHICS
1901,1471-2180-10-251-2-4,GGEL,EXPERIMENTAL
1902,1471-2180-10-261-2-1,DMFL,MICROSCOPY
1903,1471-2180-10-261-2-2,DMFL,MICROSCOPY
1904,1471-2180-10-261-2-3,DMFL,MICROSCOPY
1905,1471-2180-10-261-2-4,DMFL,MICROSCOPY
1906,1471-2180-10-261-2-5,DMEL,MICROSCOPY
1907,1471-2180-10-261-2-6,DMFL,MICROSCOPY
1908,1471-2180-10-261-2-7,DMFL,MICROSCOPY
1909,1471-2180-10-261-2-8,DMFL,MICROSCOPY
1910,1471-2180-10-274-2-1,GGEN,MOLECULAR
1911,1471-2180-10-274-2-2,GFIG,GRAPHICS
1912,1471-2180-10-285-1-1,GFIG,GRAPHICS
1913,1471-2180-10-285-1-2,GFIG,GRAPHICS
1914,1471-2180-10-285-1-3,GFIG,GRAPHICS
1915,1471-2180-10-287-3-1,DMTR,MICROSCOPY
1916,1471-2180-10-287-3-2,DMTR,MICROSCOPY
1917,1471-2180-10-287-3-3,DMTR,MICROSCOPY
1918,1471-2180-10-287-3-4,DMTR,MICROSCOPY
1919,1471-2180-10-287-3-5,DMTR,MICROSCOPY
1920,1471-2180-10-287-3-6,DMTR,MICROSCOPY
1921,1471-2180-10-295-1-1,D3DR,MOLECULAR
1922,1471-2180-10-295-1-2,D3DR,MOLECULAR
1923,1471-2180-10-297-6-1,DMFL,MICROSCOPY
1924,1471-2180-10-297-6-2,GFIG,GRAPHICS
1925,1471-2180-10-297-6-3,DMFL,MICROSCOPY
1926,1471-2180-10-297-6-4,DMLI,MICROSCOPY
1927,1471-2180-10-302-2-1,GSYS,OTHER
1928,1471-2180-10-302-2-2,GSYS,OTHER
1929,1471-2180-10-302-2-3,GSYS,OTHER
1930,1471-2180-10-302-2-4,GGEN,MOLECULAR
1931,1471-2180-10-3-4-1,GFIG,GRAPHICS
1932,1471-2180-10-3-4-2,GFIG,GRAPHICS
1933,1471-2180-10-3-4-3,GGEL,EXPERIMENTAL
1934,1471-2180-10-62-1-1,GSYS,OTHER
1935,1471-2180-10-62-1-2,GSYS,OTHER
1936,1471-2180-10-62-1-3,GSYS,OTHER
1937,1471-2180-10-62-1-4,GSYS,OTHER
1938,1471-2180-10-62-1-5,GFIG,GRAPHICS
1939,1471-2180-10-75-1-1,GFIG,GRAPHICS
1940,1471-2180-10-75-1-2,GFIG,GRAPHICS
1941,1471-2180-10-99-2-1,DMTR,MICROSCOPY
1942,1471-2180-10-99-2-2,DMTR,MICROSCOPY
1943,1471-2180-10-99-2-3,DMTR,MICROSCOPY
1944,1471-2180-10-99-2-4,DMTR,MICROSCOPY
1945,1471-2180-11-116-3-1,D3DR,MOLECULAR
1946,1471-2180-11-116-3-2,D3DR,MOLECULAR
1947,1471-2180-11-129-1-1,GGEN,MOLECULAR
1948,1471-2180-11-129-1-2,GSYS,OTHER
1949,1471-2180-11-129-1-3,GGEL,EXPERIMENTAL
1950,1471-2180-11-129-1-4,GGEL,EXPERIMENTAL
1951,1471-2180-11-140-1-1,GFIG,GRAPHICS
1952,1471-2180-11-140-1-2,GFIG,GRAPHICS
1953,1471-2180-11-140-1-3,GFIG,GRAPHICS
1954,1471-2180-11-140-1-4,GFIG,GRAPHICS
1955,1471-2180-11-186-8-1,DMTR,MICROSCOPY
1956,1471-2180-11-186-8-2,DMTR,MICROSCOPY
1957,1471-2180-11-67-3-1,GFIG,GRAPHICS
1958,1471-2180-11-67-3-2,GFIG,GRAPHICS
1959,1471-2180-11-67-3-3,GFIG,GRAPHICS
1960,1471-2180-2-33-11-1,DMEL,MICROSCOPY
1961,1471-2180-2-33-11-2,DMEL,MICROSCOPY
1962,1471-2180-2-33-11-3,DMEL,MICROSCOPY
1963,1471-2180-2-33-11-4,DMEL,MICROSCOPY
1964,1471-2180-2-33-11-5,DMEL,MICROSCOPY
1965,1471-2180-2-33-11-6,DMEL,MICROSCOPY
1966,1471-2180-3-22-1-1,GGEL,EXPERIMENTAL
1967,1471-2180-3-22-1-2,GGEL,EXPERIMENTAL
1968,1471-2180-3-22-1-3,GGEL,EXPERIMENTAL
1969,1471-2180-5-57-7-1,GGEL,EXPERIMENTAL
1970,1471-2180-5-57-7-2,GGEN,MOLECULAR
1971,1471-2180-6-6-4-1,GGEL,EXPERIMENTAL
1972,1471-2180-6-6-4-2,GGEL,EXPERIMENTAL
1973,1471-2180-7-102-4-1,GFIG,GRAPHICS
1974,1471-2180-7-102-4-2,GFIG,GRAPHICS
1975,1471-2180-7-102-4-3,GFIG,GRAPHICS
1976,1471-2180-7-102-5-1,GFIG,GRAPHICS
1977,1471-2180-7-102-5-2,GFIG,GRAPHICS
1978,1471-2180-7-102-5-3,GFIG,GRAPHICS
1979,1471-2180-7-12-1-1,GFIG,GRAPHICS
1980,1471-2180-7-12-1-2,GFIG,GRAPHICS
1981,1471-2180-7-69-3-1,GGEL,EXPERIMENTAL
1982,1471-2180-7-69-3-2,GGEL,EXPERIMENTAL
1983,1471-2180-7-69-3-3,GGEL,EXPERIMENTAL
1984,1471-2180-7-69-3-4,GGEL,EXPERIMENTAL
1985,1471-2180-7-69-3-5,GGEL,EXPERIMENTAL
1986,1471-2180-7-69-3-6,GGEL,EXPERIMENTAL
1987,1471-2180-7-69-3-7,GGEL,EXPERIMENTAL
1988,1471-2180-7-69-3-8,GGEL,EXPERIMENTAL
1989,1471-2180-8-12-1-1,GFIG,GRAPHICS
1990,1471-2180-8-12-1-2,GFIG,GRAPHICS
1991,1471-2180-8-12-1-3,GFIG,GRAPHICS
1992,1471-2180-8-12-1-4,GFIG,GRAPHICS
1993,1471-2180-8-139-4-1,GGEN,MOLECULAR
1994,1471-2180-8-139-4-2,GGEN,MOLECULAR
1995,1471-2180-8-139-4-3,GGEN,MOLECULAR
1996,1471-2180-8-162-2-1,GFIG,GRAPHICS
1997,1471-2180-8-162-2-2,GFIG,GRAPHICS
1998,1471-2180-8-206-3-1,GFIG,GRAPHICS
1999,1471-2180-8-206-3-2,GFIG,GRAPHICS
2000,1471-2180-8-206-3-3,GFIG,GRAPHICS
2001,1471-2180-8-206-3-4,GFIG,GRAPHICS
2002,1471-2180-8-206-3-5,GFIG,GRAPHICS
2003,1471-2180-9-100-5-1,GGEN,MOLECULAR
2004,1471-2180-9-100-5-2,GGEN,MOLECULAR
2005,1471-2180-9-100-5-3,GGEN,MOLECULAR
2006,1471-2180-9-100-5-4,GGEN,MOLECULAR
2007,1471-2180-9-100-5-5,GGEN,MOLECULAR
2008,1471-2180-9-103-2-1,DMEL,MICROSCOPY
2009,1471-2180-9-103-2-2,DMEL,MICROSCOPY
2010,1471-2180-9-103-2-3,DMEL,MICROSCOPY
2011,1471-2180-9-103-2-4,DMEL,MICROSCOPY
2012,1471-2180-9-103-2-5,DMEL,MICROSCOPY
2013,1471-2180-9-103-2-6,DMEL,MICROSCOPY
2014,1471-2180-9-103-4-1,DMFL,MICROSCOPY
2015,1471-2180-9-103-4-2,DMFL,MICROSCOPY
2016,1471-2180-9-103-4-3,DMFL,MICROSCOPY
